Gamma_IG3PS,Gamma_TPI,Gamma_PHETRA,Gamma_ALATA_L,sigma_km_product2_AKGMAL,sigma_km_product2_ALCD26xi,sigma_km_product1_CHORS,sigma_km_product2_GF6PTA,sigma_km_substrate1_GLUDy,sigma_km_product2_GLUDy,sigma_km_product2_HSTPT,sigma_km_product1_ICDHxm,sigma_km_substrate2_ICDHxm,sigma_km_substrate18_LMPD_s_0450_c_1_256,sigma_km_substrate2_MALS,sigma_km_product2_PRFGS,sigma_km_product2_SUCFUMtm
1.7186909692319907,-1.4679697621455046,1.8310068803436588,-1.4832343192112336,0.39516521716521763,-0.7706007011837871,-1.491230064443265,0.4028128279632007,0.6421927452371434,-0.4418081368646253,1.408976852873151,1.3163981114289662,1.3553084806916083,0.7889747119567624,1.0288947053356532,1.6918630563654171,-1.0137113707098409
-0.49838310850759165,0.7694286530461295,-0.5666745337094842,0.6126403781775034,1.2809004675564637,0.8120041117224857,0.007704085993133847,0.5409931612846368,0.8304493281903366,1.5247800428085574,0.7768104628287723,0.3500410564816956,-1.5439314436284177,0.9552801902934345,0.23842743865284224,-0.635829159670604,-0.6539736240324308
-0.49838310850759165,0.7694286530461295,-0.5666745337094842,0.6126403781775034,-1.201854641754153,0.24660253465510096,-0.05716536477218176,-0.734671432460349,-0.5327982053736627,1.522747408621303,-0.978603696012781,-1.867736824861495,-1.1069175064479566,0.4078989643363221,1.35203063041331,1.5613802002504522,0.9550528727120556
-0.49838310850759165,0.7694286530461295,-0.5666745337094842,0.6126403781775034,0.44816038534243086,-0.6984909444749494,-1.456619319511829,-0.8601691587871445,-1.1020136771514644,1.617685887140251,1.036791901479103,-0.4175471445619098,0.1338337603864417,-1.5042811119096562,-0.653952767130858,-1.6716460815066652,0.6289096338755915
-0.5209270940792197,0.6898514331424066,-0.57374071968497,0.880199228603108,-1.421559513857222,0.9852577564546393,0.4140727240143297,-0.8460810973807384,-0.2861164663462,-0.4137721635124763,-1.6862160836755438,-0.24702911909532624,-0.47709154638722084,-0.0843760379743744,0.17325733245892944,0.08461307361219807,-1.5060560348175704
1.7186909692319907,-1.4679697621455046,1.8310068803436588,-1.4832343192112336,0.6508742315030764,1.2675068823766624,-0.026838017979333016,-0.21923784677789873,0.6778501000266635,-1.0871869024956142,1.514524186714582,0.1208060040591852,1.4605825270257164,-0.9487024850681219,-0.003743287574611517,0.3402121748304487,-0.43684293866829305
-0.5209270940792197,0.6898514331424066,-0.57374071968497,0.880199228603108,-0.3345700557629867,-1.2213914801657597,1.608556398623438,-0.06646641349420337,-1.459547061354339,-1.2068016211810662,1.2038755845315028,-1.010640086109354,-1.5594221264916628,-1.6114980884818921,1.2660101086349642,-0.5044062721887991,-1.2271223253623016
-0.49838310850759165,0.7694286530461295,-0.5666745337094842,0.6126403781775034,-1.1988561265236142,-0.5201437531297337,0.8002695713915152,-1.251822462909248,-0.020273584087799595,1.080441883626762,0.24500883244392233,1.3925799754333665,-1.1745849957569474,-0.37256798301400107,1.2344451070635165,0.6688398385856831,1.7832504308402002
-0.49838310850759165,0.7694286530461295,-0.5666745337094842,0.6126403781775034,0.005045123140234081,-1.6281841773635026,1.3768822098270164,-0.7745362745146296,-0.23487518795707882,0.669174923895609,0.6436924020765938,-1.0716952031385196,0.42980712925210657,1.005676365886136,-2.1266893255271833,-1.1264641786689238,-0.3337946029786616
-0.49838310850759165,0.7694286530461295,-0.5666745337094842,0.6126403781775034,1.282627945731555,0.4274605984147467,-0.6770370132699072,0.7478497884201719,0.9361406696123442,1.0795605789215772,1.2400254147717578,1.2636350405697327,-0.4085221217353203,1.6887349127115137,0.9283316012198468,-1.417804362959936,-0.5416807457742916
-0.3866585001007372,-0.7224406590431113,-0.41147583399881615,-1.0242879383845656,0.9535014346433189,1.424700671661604,-1.0787272812716047,1.815160432290668,-0.7104459649376649,-0.8566907506689541,-0.5774798462973766,0.36006967498045744,0.2267830270899847,1.11348933727555,-0.15815400718905925,0.9806183968675402,0.2771690080810254
-0.5406274519785236,1.1110388284552337,0.6719793863876949,0.5271818929157447,0.8726740303049662,-1.410228195596195,-0.11330396957893786,-0.819891302243223,0.7624362485585738,-0.22804230034049858,-0.9156166756671813,0.30007641701302223,-0.23019607100990297,0.7716341926147945,1.104319231499376,0.34019750412577954,-1.5771613768046548
-0.49838310850759165,0.7694286530461295,-0.5666745337094842,0.6126403781775034,0.5042177956207397,0.775847754644689,-0.014496226856477005,0.5544553770373983,-1.5321730767325754,0.027090060195284822,-1.6069072833529117,-0.8195696473812584,0.2122276010087312,-0.9714536140384071,-1.088704103388244,-1.1228391805865854,-0.15107729760559216
-0.5209270940792197,0.6898514331424066,-0.57374071968497,0.880199228603108,0.437916495690877,-0.1980351579286806,1.7170326427659224,-1.586971971414424,0.2557056728564335,-0.33207908813054465,0.8455143063883557,-0.05626185928328459,-1.3601184466651908,-0.6466297630962842,-0.06120551037521729,0.2697787652297392,-0.7804139633260195
