iter	Logloss
159	0.2863713778
160	0.2850984427
161	0.2837705172
162	0.2823294126
163	0.2813747993
164	0.2806106861
165	0.2795786931
166	0.2787252866
167	0.2773325407
168	0.2763342931
169	0.2753084623
170	0.2741223262
171	0.2733869993
172	0.2727024372
173	0.2714178232
174	0.2706300589
175	0.2694908729
176	0.2683891883
177	0.2674157656
178	0.266690709
179	0.2659281217
180	0.2646345285
181	0.2636125418
182	0.2624061878
183	0.2615683336
184	0.2604982816
185	0.2596510667
186	0.2588453733
187	0.2575954731
188	0.2570024344
189	0.2558028588
190	0.2547760303
191	0.2538700397
192	0.2529131963
193	0.2523498535
194	0.2512304453
195	0.2503501305
196	0.2498315371
197	0.2487375113
198	0.2478257693
199	0.2468554864
200	0.2459251991
201	0.2449615625
202	0.2440416189
203	0.2435372866
204	0.2427209267
205	0.2419410559
206	0.240922429
207	0.2399897942
208	0.2389896246
209	0.2380694169
210	0.2371526571
211	0.2367346544
212	0.2360170218
213	0.2352457193
214	0.2345014866
215	0.2337027623
216	0.2329468947
217	0.2323194504
218	0.231678948
219	0.2309927427
220	0.2302738483
221	0.2293606245
222	0.2284676185
223	0.2275406471
224	0.226887747
225	0.2260676897
226	0.2255672161
227	0.2247939917
228	0.2242417556
229	0.2236252711
230	0.222793403
231	0.2220236411
232	0.2209864103
233	0.2204209841
234	0.2198215485
235	0.2192733178
236	0.2186075357
237	0.217753425
238	0.2172324988
239	0.2167769212
240	0.2162234967
241	0.2156162409
242	0.2150470734
243	0.2143537521
244	0.2137517929
245	0.2131638747
246	0.2126859665
247	0.212042383
248	0.2114487134
249	0.2110327647
250	0.2103023822
251	0.2098434448
252	0.2092068599
253	0.2087435062
254	0.2079976595
255	0.2075699293
256	0.2070312793
257	0.2064047447
258	0.2056758587
259	0.2049361596
260	0.2041595899
261	0.2034580818
262	0.2028749319
263	0.2022322435
264	0.2017994514
265	0.2013569172
266	0.200487709
267	0.1999147268
268	0.1991294567
269	0.1986359816
270	0.1980065272
271	0.1975222368
272	0.19715092
273	0.1966171852
274	0.1961220081
275	0.1956408134
276	0.1952786959
277	0.1948983413
278	0.1944023132
279	0.1938154367
280	0.1932480445
281	0.19266287
282	0.1920251846
283	0.191428566
284	0.1908164685
285	0.1904038062
286	0.1897792376
287	0.1893015788
288	0.1887748425
289	0.1884927603
290	0.1878478857
291	0.1873495689
292	0.1869701092
293	0.1865124923
294	0.186041025
295	0.1856172708
296	0.1849826226
297	0.1845746847
298	0.18412144
299	0.1834767268
300	0.1829636941
301	0.1825124594
302	0.182074268
303	0.1815515225
304	0.1810230108
305	0.1806159093
306	0.1801544043
307	0.1798627707
308	0.1794391632
309	0.1786739349
310	0.1784881592
311	0.1780989427
312	0.1774903077
313	0.1769335527
314	0.1763254312
315	0.1757876029
316	0.1754319998
317	0.174917852
318	0.1745531962
319	0.1742537865
320	0.1739462486
321	0.173668612
322	0.1732138707
323	0.1728704306
324	0.1722625146
325	0.1717901377
326	0.1713225878
327	0.1709690974
328	0.1704175509
329	0.1698601943
330	0.1692629007
331	0.1690686446
332	0.1685890785
333	0.1681611281
334	0.167775697
335	0.1673600417
336	0.1668144079
337	0.1665669368
338	0.1660711729
339	0.1658025595
340	0.1653484198
341	0.164904345
342	0.1644528756
343	0.1640097251
344	0.1635220014
345	0.1632480621
346	0.1630357889
347	0.1625165939
348	0.1621518795
349	0.161678637
350	0.1611945079
351	0.1606620935
352	0.160334235
353	0.1599612896
354	0.1594649388
355	0.1591383714
356	0.1587992448
357	0.1582920074
358	0.1579784687
359	0.1576744373
360	0.1572405302
361	0.1568509909
362	0.1564750378
363	0.1562167241
364	0.1559007938
365	0.1555481984
366	0.155130225
367	0.1547805639
368	0.1543183547
369	0.1539968491
370	0.1536415687
371	0.1533149132
372	0.1529378157
373	0.1525789261
374	0.1521481147
375	0.1517417761
376	0.1513370807
377	0.1508831611
378	0.1505895908
379	0.1502552619
380	0.1499303378
381	0.1494075628
382	0.1490276777
383	0.1487518017
384	0.1482981462
385	0.1479153853
386	0.1474919833
387	0.1472307939
388	0.1469177099
389	0.1465426225
390	0.1461893082
391	0.1458019843
392	0.145488651
393	0.1450432997
394	0.1447327834
395	0.1444256562
396	0.1441320126
397	0.1439045393
398	0.1435359955
399	0.143247399
400	0.1429812505
401	0.1426990509
402	0.1424604563
403	0.1422469799
404	0.1419753001
405	0.1417236915
406	0.1413144332
407	0.1408390045
408	0.1405299554
409	0.1403389857
410	0.1401048514
411	0.1395935645
412	0.1391195591
413	0.1388700192
414	0.1386044429
415	0.1380863336
416	0.1378854018
417	0.1376305507
418	0.1374444962
419	0.1372310198
420	0.1367388799
421	0.1365557597
422	0.1362134787
423	0.1359151693
424	0.1356638982
425	0.1355230185
426	0.1352457487
427	0.1349170832
428	0.1347535647
429	0.1344963514
430	0.1341636951
431	0.1338051723
432	0.1334617028
433	0.1329685651
434	0.1326705933
435	0.1324018919
436	0.1321666424
437	0.1317937998
438	0.1314685528
439	0.1311667516
440	0.1308814122
441	0.1305660541
442	0.1303009033
443	0.1300055577
444	0.1297224045
445	0.1296035033
446	0.1293952355
447	0.1291882882
448	0.1288809116
449	0.1285954989
450	0.1284023872
451	0.1280823047
452	0.1277199819
453	0.1275034978
454	0.1271410429
455	0.1269322615
456	0.1266456311
457	0.1262844673
458	0.1261942057
459	0.125944519
460	0.1256664863
461	0.1253764226
462	0.1251377399
463	0.1246549753
464	0.1243676699
465	0.1239998157
466	0.1236636088
467	0.1233286784
468	0.1231235504
469	0.1228494644
470	0.1227617117
471	0.1226205092
472	0.1224068862
473	0.1221195441
474	0.1219299977
475	0.1216180141
476	0.1212310718
477	0.1208618824
478	0.120613729
479	0.1203232839
480	0.12001802
481	0.1199756622
482	0.1196466593
483	0.1193744513
484	0.1191333477
485	0.1188923396
486	0.1187159758
487	0.1185635787
488	0.1181668502
489	0.1180748719
490	0.1177347623
491	0.1175030048
492	0.1172826547
493	0.1170854128
494	0.1167962001
495	0.1164848988
496	0.1162815681
497	0.1160244575
498	0.1158018259
499	0.1156187204
500	0.1154327686
501	0.1152574099
502	0.1150249921
503	0.1148347561
504	0.1146059623
505	0.1143623132
506	0.1141331599
507	0.1138418711
508	0.1134930244
509	0.1132794013
510	0.1130946086
511	0.1128939995
512	0.1126817997
513	0.1124020797
514	0.1121239075
515	0.1119051566
516	0.1117851257
517	0.1117031538
518	0.111554674
519	0.1112704497
520	0.1110802137
521	0.1108797954
522	0.1106070298
523	0.1104380461
524	0.1102985896
525	0.1102117538
526	0.1100091054
527	0.1096970045
528	0.1094880764
529	0.1091962961
530	0.1090049524
531	0.1088684009
532	0.1086549612
533	0.1085273009
534	0.1083260389
535	0.1080166743
536	0.1078353002
537	0.1076738798
538	0.1074664629
539	0.107383618
540	0.107190675
541	0.1070138711
542	0.1068729988
543	0.1067210124
544	0.1064443148
545	0.1063486466
546	0.1061954718
547	0.1059892508
548	0.1058061306
549	0.1056230765
550	0.1053983835
551	0.1052046482
552	0.1051022896
553	0.1048594842
554	0.1046987754
555	0.1044751828
556	0.1042217915
557	0.1040083225
558	0.103698415
559	0.1035001168
560	0.103262065
561	0.1029882945
562	0.1027308757
563	0.1025991733
564	0.1024715277
565	0.1023541597
566	0.1020848274
567	0.101953235
568	0.1017019785
569	0.1014822006
570	0.1011973601
571	0.1009903101
572	0.1007993478
573	0.1006486086
574	0.100406456
575	0.1001719475
576	0.1000012324
577	0.09970615094
578	0.09954352746
579	0.09937950281
580	0.09912705055
581	0.09891736691
582	0.09870574658
583	0.09855632048
584	0.09837207794
585	0.0980777447
586	0.09788161058
587	0.09775907076
588	0.09759226579
589	0.09739248569
590	0.09733570539
591	0.09709515205
592	0.09690432915
593	0.09676893674
594	0.09657261188
595	0.09635287065
596	0.09623635365
597	0.09612639501
598	0.09600340036
599	0.09584187728
600	0.09574053838
601	0.09556587659
602	0.09545224997
603	0.09531355638
604	0.09507383933
605	0.09494688327
606	0.09474330315
607	0.09455956679
608	0.09442178286
609	0.09423319743
610	0.09407311953
611	0.09399380317
612	0.0938586015
613	0.09372642224
614	0.09351928417
615	0.09343510408
616	0.09333101419
617	0.09312252632
618	0.09289773794
619	0.09270775868
620	0.09250709827
621	0.09233104999
622	0.09219395564
623	0.09204882842
624	0.09187121758
625	0.0917966916
626	0.09168017461
627	0.09148769379
628	0.09134801718
629	0.09106749021
630	0.09094307239
631	0.09075544797
632	0.09066894238
633	0.09049317287
634	0.09032269991
635	0.09026984435
636	0.09004350809
637	0.08987726798
638	0.08965080701
639	0.08948700978
640	0.08934763395
641	0.08919844994
642	0.0890704375
643	0.08886228708
644	0.08875861535
645	0.08866825104
646	0.08859192041
647	0.08839886739
648	0.08822788825
649	0.08803643447
650	0.08778371077
651	0.08763764455
652	0.08753351065
653	0.0873829915
654	0.08727716299
655	0.08715781432
656	0.08706512451
657	0.08688633259
658	0.08679238099
659	0.08656080686
660	0.0864564162
661	0.08631515503
662	0.08620650952
663	0.08615380067
664	0.08602583225
665	0.08589774645
666	0.08584223527
667	0.0857032189
668	0.08558795636
669	0.08549780479
670	0.0853735557
671	0.08518076677
672	0.08504922573
673	0.08490729699
674	0.08484765566
675	0.08470694469
676	0.08459741152
677	0.08451430981
678	0.08439341325
679	0.08429013766
680	0.08415853794
681	0.08395196475
682	0.0837691087
683	0.08355610921
684	0.08346537077
685	0.08336765583
686	0.08313862727
687	0.08301386466
688	0.08287714445
689	0.08281290348
690	0.08265681634
691	0.08250466127
692	0.08243909983
693	0.08226240598
694	0.08213038078
695	0.0820474698
696	0.08188165518
697	0.08172591283
698	0.08161100974
699	0.08144307503
700	0.08131168072
701	0.08118129143
702	0.08102868153
703	0.08094894703
704	0.08084777685
705	0.08076525468
706	0.08062502788
707	0.08042269487
708	0.08027483133
709	0.08013758293
710	0.08002069913
711	0.07991285324
712	0.07985648375
713	0.07975204174
714	0.07963906068
715	0.07953114143
716	0.07946755336
717	0.0794054765
718	0.07929829084
719	0.07923282477
720	0.07903093191
721	0.07893424401
722	0.07885561723
723	0.0787586579
724	0.07867609904
725	0.07857659413
726	0.07849358779
727	0.07835372044
728	0.07818321815
729	0.07805728912
730	0.07793002495
731	0.07785152289
732	0.07770128984
733	0.07752858675
734	0.07744203714
735	0.0772983551
736	0.07717014459
737	0.07709824489
738	0.07692770591
739	0.07678534434
740	0.07666309797
741	0.07649313853
742	0.07641517199
743	0.07637876364
744	0.07620795323
745	0.076086103
746	0.07599375798
747	0.07582778931
748	0.07574842893
749	0.07562445127
750	0.07551759573
751	0.07542268313
752	0.07536302713
753	0.07524083944
754	0.0751630563
755	0.07505118297
756	0.07494822282
757	0.07474758442
758	0.07466160701
759	0.07450074416
760	0.07446262653
761	0.07435183158
762	0.07424488068
763	0.0741521982
764	0.07409067888
765	0.07391895881
766	0.07388486862
767	0.0737433727
768	0.07367097414
769	0.07360387215
770	0.07349794828
771	0.07336695011
772	0.07323983999
773	0.07321233016
774	0.073086966
775	0.07299381403
776	0.07289005426
777	0.07278640454
778	0.07271561256
779	0.07260925586
780	0.07251490079
781	0.07235797735
782	0.07219771605
783	0.0720946532
784	0.07207539632
785	0.07199398921
786	0.07191571456
787	0.07187963632
788	0.07179193497
789	0.07170165869
790	0.07159355604
791	0.07152470075
792	0.07141750042
793	0.0712877567
794	0.07117532583
795	0.07107841052
796	0.07093819838
797	0.07082248101
798	0.07070068946
799	0.07060479384
800	0.0704412607
801	0.07030881735
802	0.07027968627
803	0.07016802568
804	0.07006831536
805	0.06997817846
806	0.06986912947
807	0.06970669673
808	0.0696830236
809	0.06957712173
810	0.06955903127
811	0.06946675227
812	0.06942401299
813	0.06920497601
814	0.06904976185
815	0.06894229009
816	0.06880483627
817	0.06874779921
818	0.06863146562
819	0.06855164308
820	0.06845758878
821	0.06832739023
822	0.06821462191
823	0.06810986446
824	0.06797915239
825	0.06785441179
826	0.06779554807
827	0.06774646319
828	0.06759369924
829	0.06754804024
830	0.06737453754
831	0.06735344667
832	0.06720117422
833	0.06709248469
834	0.06703634262
835	0.06693453422
836	0.06684435331
837	0.06672215095
838	0.06660565596
839	0.06652484307
840	0.06644648772
841	0.06633257499
842	0.06626809927
843	0.06619316248
844	0.06616227077
845	0.06607715167
846	0.06600263302
847	0.06590052385
848	0.06577271682
849	0.06568831664
850	0.0656433619
851	0.06553349128
852	0.06545508458
853	0.06537154271
854	0.06532259721
855	0.06525456355
856	0.06514128905
857	0.06501726737
858	0.06495128045
859	0.06487080501
860	0.06482382554
861	0.06477769705
862	0.06470264288
863	0.06461701026
864	0.06452797376
865	0.06445413736
866	0.06438987438
867	0.06431827545
868	0.06422503545
869	0.06411558298
870	0.06401865299
871	0.06394481659
872	0.06387710571
873	0.06385361598
874	0.06382862238
875	0.06370790922
876	0.06368581332
877	0.06354012856
878	0.06343910511
879	0.06341012808
880	0.06329091879
881	0.06315182906
882	0.06305021873
883	0.0629918832
884	0.06288403731
885	0.0628676928
886	0.06275978088
887	0.06266346711
888	0.06252725308
889	0.06243600845
890	0.06239911593
891	0.06224646935
892	0.06213618792
893	0.06201664851
894	0.06193045103
895	0.06181424948
896	0.06175008921
897	0.06169288342
898	0.06165284377
899	0.06155272997
900	0.0615218456
901	0.06144981384
902	0.06136501386
903	0.06125873419
904	0.06111408747
905	0.06100455431
906	0.06099068568
907	0.06092727368
908	0.06081328025
909	0.06072540283
910	0.060638248
911	0.06057161184
912	0.06053161254
913	0.06046480032
914	0.06038370132
915	0.06032525209
916	0.06026067734
917	0.06018568919
918	0.06014767427
919	0.06012825599
920	0.05998477936
921	0.05993320392
922	0.05981483826
923	0.0596800474
924	0.05960624035
925	0.05957358434
926	0.05952121294
927	0.05945640711
928	0.05943723825
929	0.05939144355
930	0.05936956772
931	0.05922930791
932	0.05911537317
933	0.05904955497
934	0.05901667155
935	0.05889605742
936	0.05887778356
937	0.05875584162
938	0.05870682643
939	0.05862561006
940	0.05858924205
941	0.05851762111
942	0.05849984242
943	0.05844499881
944	0.05839157471
945	0.05836878923
946	0.05828211124
947	0.05826511016
948	0.05823344451
949	0.05818904363
950	0.05816067916
951	0.05808685376
952	0.05798208897
953	0.05784679926
954	0.05782808524
955	0.05775988285
956	0.05763537334
957	0.05756542866
958	0.05754248913
959	0.05746413011
960	0.0574176715
961	0.05738481008
962	0.05736349179
963	0.05733105586
964	0.0573145793
965	0.05730328927
966	0.05728273025
967	0.05720976316
968	0.05707070644
969	0.05704971093
970	0.05703503169
971	0.056968777
972	0.05690871752
973	0.0568002224
974	0.05677920121
975	0.05674980237
976	0.05672678214
977	0.05669788214
978	0.05662567432
979	0.05660436337
980	0.05658528255
981	0.05655834858
982	0.05653528067
983	0.05647567236
984	0.05644595806
985	0.05636216677
986	0.05629632656
987	0.05627647547
988	0.05623199023
989	0.05621115611
990	0.05619407801
991	0.05614069425
992	0.0560077007
993	0.05590591431
994	0.05583218061
995	0.05582290796
996	0.0557125385
997	0.05565588291
998	0.05554808837
999	0.05543598028
